cik,filer_cik,ticker,fiscal_year,report_date,filing_date,accession,path,error
0000004962,0000004962,AXP,2013,2013-12-31,2014-02-25,0001193125-14-066777,data/raw/0000004962/000119312514066777/d656045d10k.htm,
0000004962,0000004962,AXP,2014,2014-12-31,2015-02-24,0001193125-15-059931,data/raw/0000004962/000119312515059931/d862737d10k.htm,
0000004962,0000004962,AXP,2015,2015-12-31,2016-02-19,0001193125-16-469798,data/raw/0000004962/000119312516469798/d131774d10k.htm,
0000004962,0000004962,AXP,2016,2016-12-31,2017-02-17,0001193125-17-047588,data/raw/0000004962/000119312517047588/d321397d10k.htm,
0000004962,0000004962,AXP,2017,2017-12-31,2018-02-16,0000004962-18-000032,data/raw/0000004962/000000496218000032/axp201710k.htm,
0000004962,0000004962,AXP,2018,2018-12-31,2019-02-13,0000004962-19-000018,data/raw/0000004962/000000496219000018/axp201810k.htm,
0000004962,0000004962,AXP,2019,2019-12-31,2020-02-13,0000004962-20-000030,data/raw/0000004962/000000496220000030/axp-20191231.htm,
0000004962,0000004962,AXP,2020,2020-12-31,2021-02-12,0000004962-21-000013,data/raw/0000004962/000000496221000013/axp-20201231.htm,
0000004962,0000004962,AXP,2021,2021-12-31,2022-02-11,0000004962-22-000008,data/raw/0000004962/000000496222000008/axp-20211231.htm,
0000004962,0000004962,AXP,2022,2022-12-31,2023-02-10,0000004962-23-000006,data/raw/0000004962/000000496223000006/axp-20221231.htm,
0000004962,0000004962,AXP,2023,2023-12-31,2024-02-09,0000004962-24-000013,data/raw/0000004962/000000496224000013/axp-20231231.htm,
0000004962,0000004962,AXP,2024,2024-12-31,2025-02-07,0000004962-25-000016,data/raw/0000004962/000000496225000016/axp-20241231.htm,
0000004962,0000004962,AXP,2025,2025-12-31,2026-02-06,0000004962-26-000080,data/raw/0000004962/000000496226000080/axp-20251231.htm,
0000012927,0000012927,BA,2007,2007-12-31,2008-02-15,0001193125-08-032328,data/raw/0000012927/000119312508032328/d10k.htm,
0000012927,0000012927,BA,2008,2008-12-31,2009-02-09,0001193125-09-022654,data/raw/0000012927/000119312509022654/d10k.htm,
0000012927,0000012927,BA,2009,2009-12-31,2010-02-08,0001193125-10-024406,data/raw/0000012927/000119312510024406/d10k.htm,
0000012927,0000012927,BA,2010,2010-12-31,2011-02-09,0001193125-11-028490,data/raw/0000012927/000119312511028490/d10k.htm,
0000012927,0000012927,BA,2011,2011-12-31,2012-02-09,0001193125-12-048565,data/raw/0000012927/000119312512048565/d255574d10k.htm,
0000012927,0000012927,BA,2012,2012-12-31,2013-02-11,0000012927-13-000014,data/raw/0000012927/000001292713000014/a201212dec3110k.htm,
0000012927,0000012927,BA,2013,2013-12-31,2014-02-14,0000012927-14-000004,data/raw/0000012927/000001292714000004/a201312dec3110k.htm,
0000012927,0000012927,BA,2014,2014-12-31,2015-02-12,0000012927-15-000011,data/raw/0000012927/000001292715000011/a201412dec3110k.htm,
0000012927,0000012927,BA,2015,2015-12-31,2016-02-10,0000012927-16-000099,data/raw/0000012927/000001292716000099/a201512dec3110k.htm,
0000012927,0000012927,BA,2016,2016-12-31,2017-02-08,0000012927-17-000006,data/raw/0000012927/000001292717000006/a201612dec3110k.htm,
0000012927,0000012927,BA,2017,2017-12-31,2018-02-12,0000012927-18-000007,data/raw/0000012927/000001292718000007/a201712dec3110k.htm,
0000012927,0000012927,BA,2018,2018-12-31,2019-02-08,0000012927-19-000010,data/raw/0000012927/000001292719000010/a201812dec3110k.htm,
0000012927,0000012927,BA,2019,2019-12-31,2020-01-31,0000012927-20-000014,data/raw/0000012927/000001292720000014/a201912dec3110k.htm,
0000012927,0000012927,BA,2020,2020-12-31,2021-02-01,0000012927-21-000011,data/raw/0000012927/000001292721000011/ba-20201231.htm,
0000012927,0000012927,BA,2021,2021-12-31,2022-01-31,0000012927-22-000010,data/raw/0000012927/000001292722000010/ba-20211231.htm,
0000012927,0000012927,BA,2022,2022-12-31,2023-01-27,0000012927-23-000007,data/raw/0000012927/000001292723000007/ba-20221231.htm,
0000012927,0000012927,BA,2023,2023-12-31,2024-01-31,0000012927-24-000010,data/raw/0000012927/000001292724000010/ba-20231231.htm,
0000012927,0000012927,BA,2024,2024-12-31,2025-02-03,0000012927-25-000015,data/raw/0000012927/000001292725000015/ba-20241231.htm,
0000012927,0000012927,BA,2025,2025-12-31,2026-01-30,0001628280-26-004357,data/raw/0000012927/000162828026004357/ba-20251231.htm,
0000070858,0000070858,BAC,2007,2007-12-31,2008-02-28,0001193125-08-041665,data/raw/0000070858/000119312508041665/d10k.htm,
0000070858,0000070858,BAC,2008,2008-12-31,2009-02-27,0001193125-09-041126,data/raw/0000070858/000119312509041126/d10k.htm,
0000070858,0000070858,BAC,2009,2009-12-31,2010-02-26,0001193125-10-041666,data/raw/0000070858/000119312510041666/d10k.htm,
0000070858,0000070858,BAC,2010,2010-12-31,2011-02-25,0000950123-11-018743,data/raw/0000070858/000095012311018743/g25571e10vk.htm,
0000070858,0000070858,BAC,2011,2011-12-31,2012-02-23,0000070858-12-000155,data/raw/0000070858/000007085812000155/bac-12312011x10k.htm,
0000070858,0000070858,BAC,2012,2012-12-31,2013-02-28,0000070858-13-000097,data/raw/0000070858/000007085813000097/bac-12312012x10k.htm,
0000070858,0000070858,BAC,2013,2013-12-31,2014-02-25,0000070858-14-000012,data/raw/0000070858/000007085814000012/bac-12312013x10k.htm,
0000070858,0000070858,BAC,2014,2014-12-31,2015-02-25,0000070858-15-000008,data/raw/0000070858/000007085815000008/bac-12312014x10k.htm,
0000070858,0000070858,BAC,2015,2015-12-31,2016-02-24,0000070858-16-000137,data/raw/0000070858/000007085816000137/bac-1231201510xk.htm,
0000070858,0000070858,BAC,2016,2016-12-31,2017-02-23,0000070858-17-000013,data/raw/0000070858/000007085817000013/bac-1231201610xk.htm,
0000070858,0000070858,BAC,2017,2017-12-31,2018-02-22,0000070858-18-000009,data/raw/0000070858/000007085818000009/bac-1231201710xk.htm,
0000070858,0000070858,BAC,2018,2018-12-31,2019-02-26,0000070858-19-000012,data/raw/0000070858/000007085819000012/bac-1231201810xk.htm,
0000070858,0000070858,BAC,2019,2019-12-31,2020-02-19,0000070858-20-000011,data/raw/0000070858/000007085820000011/bac-1231201910xk.htm,
0000070858,0000070858,BAC,2020,2020-12-31,2021-02-24,0000070858-21-000023,data/raw/0000070858/000007085821000023/bac-20201231.htm,
0000070858,0000070858,BAC,2021,2021-12-31,2022-02-22,0000070858-22-000062,data/raw/0000070858/000007085822000062/bac-20211231.htm,
0000070858,0000070858,BAC,2022,2022-12-31,2023-02-22,0000070858-23-000092,data/raw/0000070858/000007085823000092/bac-20221231.htm,
0000070858,0000070858,BAC,2023,2023-12-31,2024-02-20,0000070858-24-000122,data/raw/0000070858/000007085824000122/bac-20231231.htm,
0000070858,0000070858,BAC,2024,2024-12-31,2025-02-25,0000070858-25-000139,data/raw/0000070858/000007085825000139/bac-20241231.htm,
0000070858,0000070858,BAC,2025,2025-12-31,2026-02-25,0000070858-26-000157,data/raw/0000070858/000007085826000157/bac-20251231.htm,
0001075531,0001075531,BKNG,2007,2007-12-31,2008-03-03,0001104659-08-014464,data/raw/0001075531/000110465908014464/a08-2574_110k.htm,
0001075531,0001075531,BKNG,2008,2008-12-31,2009-02-20,0001104659-09-011154,data/raw/0001075531/000110465909011154/a09-1364_110k.htm,
0001075531,0001075531,BKNG,2009,2009-12-31,2010-02-19,0001104659-10-008002,data/raw/0001075531/000110465910008002/a09-35847_210k.htm,
0001075531,0001075531,BKNG,2010,2010-12-31,2011-02-25,0001104659-11-010302,data/raw/0001075531/000110465911010302/a11-2103_110k.htm,
0001075531,0001075531,BKNG,2011,2011-12-31,2012-02-27,0001075531-12-000005,data/raw/0001075531/000107553112000005/pcln-20111231_10k.htm,
0001075531,0001075531,BKNG,2012,2012-12-31,2013-02-27,0001075531-13-000011,data/raw/0001075531/000107553113000011/pcln-20121231_10k.htm,
0001075531,0001075531,BKNG,2013,2013-12-31,2014-02-20,0001075531-14-000007,data/raw/0001075531/000107553114000007/pcln-20131231_10k.htm,
0001075531,0001075531,BKNG,2014,2014-12-31,2015-02-19,0001075531-15-000007,data/raw/0001075531/000107553115000007/pcln-20141231_10k.htm,
0001075531,0001075531,BKNG,2015,2015-12-31,2016-02-17,0001075531-16-000084,data/raw/0001075531/000107553116000084/pcln-20151231_10k.htm,
0001075531,0001075531,BKNG,2016,2016-12-31,2017-02-27,0001075531-17-000009,data/raw/0001075531/000107553117000009/pcln-20161231_10k.htm,
0001075531,0001075531,BKNG,2017,2017-12-31,2018-02-27,0001075531-18-000015,data/raw/0001075531/000107553118000015/pcln-20171231_10k.htm,
0001075531,0001075531,BKNG,2018,2018-12-31,2019-02-27,0001075531-19-000009,data/raw/0001075531/000107553119000009/bkng1231201810k.htm,
0001075531,0001075531,BKNG,2019,2019-12-31,2020-02-26,0001075531-20-000011,data/raw/0001075531/000107553120000011/bkng1231201910k.htm,
0001075531,0001075531,BKNG,2020,2020-12-31,2021-02-24,0001075531-21-000019,data/raw/0001075531/000107553121000019/bkng-20201231.htm,
0001075531,0001075531,BKNG,2021,2021-12-31,2022-02-23,0001075531-22-000008,data/raw/0001075531/000107553122000008/bkng-20211231.htm,
0001075531,0001075531,BKNG,2022,2022-12-31,2023-02-23,0001075531-23-000016,data/raw/0001075531/000107553123000016/bkng-20221231.htm,
0001075531,0001075531,BKNG,2023,2023-12-31,2024-02-22,0001075531-24-000014,data/raw/0001075531/000107553124000014/bkng-20231231.htm,
0001075531,0001075531,BKNG,2024,2024-12-31,2025-02-20,0001075531-25-000010,data/raw/0001075531/000107553125000010/bkng-20241231.htm,
0001075531,0001075531,BKNG,2025,2025-12-31,2026-02-18,0001075531-26-000009,data/raw/0001075531/000107553126000009/bkng-20251231.htm,
0002012383,0001364742,BLK,2007,2007-12-31,2008-02-28,0001193125-08-041884,data/raw/0001364742/000119312508041884/d10k.htm,
0002012383,0001364742,BLK,2008,2008-12-31,2009-03-02,0001193125-09-041298,data/raw/0001364742/000119312509041298/d10k.htm,
0002012383,0001364742,BLK,2009,2009-12-31,2010-03-10,0001193125-10-052764,data/raw/0001364742/000119312510052764/d10k.htm,
0002012383,0001364742,BLK,2010,2010-12-31,2011-02-28,0001193125-11-050218,data/raw/0001364742/000119312511050218/d10k.htm,
0002012383,0001364742,BLK,2011,2011-12-31,2012-02-28,0001193125-12-085869,data/raw/0001364742/000119312512085869/d270105d10k.htm,
0002012383,0001364742,BLK,2012,2012-12-31,2013-03-01,0001193125-13-084957,data/raw/0001364742/000119312513084957/d439552d10k.htm,
0002012383,0001364742,BLK,2013,2013-12-31,2014-02-28,0001193125-14-076587,data/raw/0001364742/000119312514076587/d641151d10k.htm,
0002012383,0001364742,BLK,2014,2014-12-31,2015-02-27,0001193125-15-069955,data/raw/0001364742/000119312515069955/d822114d10k.htm,
0002012383,0001364742,BLK,2015,2015-12-31,2016-02-26,0001564590-16-013511,data/raw/0001364742/000156459016013511/blk-10k_20151231.htm,
0002012383,0001364742,BLK,2016,2016-12-31,2017-02-28,0001564590-17-002816,data/raw/0001364742/000156459017002816/blk-10k_20161231.htm,
0002012383,0001364742,BLK,2017,2017-12-31,2018-02-28,0001564590-18-003744,data/raw/0001364742/000156459018003744/blk-10k_20171231.htm,
0002012383,0001364742,BLK,2018,2018-12-31,2019-02-28,0001564590-19-005479,data/raw/0001364742/000156459019005479/blk-10k_20181231.htm,
0002012383,0001364742,BLK,2019,2019-12-31,2020-02-28,0001564590-20-007807,data/raw/0001364742/000156459020007807/blk-10k_20191231.htm,
0002012383,0001364742,BLK,2020,2020-12-31,2021-02-25,0001564590-21-008796,data/raw/0001364742/000156459021008796/blk-10k_20201231.htm,
0002012383,0001364742,BLK,2021,2021-12-31,2022-02-25,0001564590-22-007117,data/raw/0001364742/000156459022007117/blk-10k_20211231.htm,
0002012383,0001364742,BLK,2022,2022-12-31,2023-02-24,0000950170-23-004343,data/raw/0001364742/000095017023004343/blk-20221231.htm,
0002012383,0001364742,BLK,2023,2023-12-31,2024-02-23,0000950170-24-019271,data/raw/0001364742/000095017024019271/blk-20231231.htm,
0002012383,0002012383,BLK,2024,2024-12-31,2025-02-25,0000950170-25-026584,data/raw/0002012383/000095017025026584/blk-20241231.htm,
0002012383,0002012383,BLK,2025,2025-12-31,2026-02-25,0001193125-26-071966,data/raw/0002012383/000119312526071966/blk-20251231.htm,
0000014272,0000014272,BMY,2007,2007-12-31,2008-02-22,0001193125-08-035566,data/raw/0000014272/000119312508035566/d10k.htm,
0000014272,0000014272,BMY,2008,2008-12-31,2009-02-20,0001193125-09-033538,data/raw/0000014272/000119312509033538/d10k.htm,
0000014272,0000014272,BMY,2009,2009-12-31,2010-02-19,0001193125-10-035167,data/raw/0000014272/000119312510035167/d10k.htm,
0000014272,0000014272,BMY,2010,2010-12-31,2011-02-18,0001193125-11-040120,data/raw/0000014272/000119312511040120/d10k.htm,
0000014272,0000014272,BMY,2011,2011-12-31,2012-02-17,0001193125-12-066416,data/raw/0000014272/000119312512066416/d302058d10k.htm,
0000014272,0000014272,BMY,2012,2012-12-31,2013-02-15,0001193125-13-061678,data/raw/0000014272/000119312513061678/d450621d10k.htm,
0000014272,0000014272,BMY,2013,2013-12-31,2014-02-14,0000014272-14-000054,data/raw/0000014272/000001427214000054/bmy-20131231x10xk.htm,
0000014272,0000014272,BMY,2014,2014-12-31,2015-02-13,0000014272-15-000055,data/raw/0000014272/000001427215000055/bmy-20141231x10xk.htm,
0000014272,0000014272,BMY,2015,2015-12-31,2016-02-12,0000014272-16-000288,data/raw/0000014272/000001427216000288/bmy-20151231x10xk.htm,
0000014272,0000014272,BMY,2016,2016-12-31,2017-02-21,0000014272-17-000047,data/raw/0000014272/000001427217000047/bmy-20161231x10xk.htm,
0000014272,0000014272,BMY,2017,2017-12-31,2018-02-13,0000014272-18-000055,data/raw/0000014272/000001427218000055/bmy-20171231x10xk.htm,
0000014272,0000014272,BMY,2018,2018-12-31,2019-02-25,0000014272-19-000047,data/raw/0000014272/000001427219000047/bmy-20181231x10xk.htm,
0000014272,0000014272,BMY,2019,2019-12-31,2020-02-24,0000014272-20-000082,data/raw/0000014272/000001427220000082/bmy-20191231x10xk.htm,
0000014272,0000014272,BMY,2020,2020-12-31,2021-02-10,0000014272-21-000066,data/raw/0000014272/000001427221000066/bmy-20201231.htm,
0000014272,0000014272,BMY,2021,2021-12-31,2022-02-09,0000014272-22-000051,data/raw/0000014272/000001427222000051/bmy-20211231.htm,
0000014272,0000014272,BMY,2022,2022-12-31,2023-02-14,0000014272-23-000046,data/raw/0000014272/000001427223000046/bmy-20221231.htm,
0000014272,0000014272,BMY,2023,2023-12-31,2024-02-13,0000014272-24-000044,data/raw/0000014272/000001427224000044/bmy-20231231.htm,
0000014272,0000014272,BMY,2024,2024-12-31,2025-02-12,0000014272-25-000039,data/raw/0000014272/000001427225000039/bmy-20241231.htm,
0000014272,0000014272,BMY,2025,2025-12-31,2026-02-11,0000014272-26-000004,data/raw/0000014272/000001427226000004/bmy-20251231.htm,
0001390777,0001390777,BNY,2007,2007-12-31,2008-02-28,0001193125-08-041952,data/raw/0001390777/000119312508041952/d10k.htm,
0001390777,0001390777,BNY,2008,2008-12-31,2009-02-27,0001193125-09-041050,data/raw/0001390777/000119312509041050/d10k.htm,
0001390777,0001390777,BNY,2009,2009-12-31,2010-02-26,0001193125-10-042948,data/raw/0001390777/000119312510042948/d10k.htm,
0001390777,0001390777,BNY,2010,2010-12-31,2011-02-28,0001193125-11-049932,data/raw/0001390777/000119312511049932/d10k.htm,
0001390777,0001390777,BNY,2011,2011-12-31,2012-02-28,0001193125-12-085349,data/raw/0001390777/000119312512085349/d260593d10k.htm,
0001390777,0001390777,BNY,2012,2012-12-31,2013-02-28,0001193125-13-084562,data/raw/0001390777/000119312513084562/d448545d10k.htm,
0001390777,0001390777,BNY,2013,2013-12-31,2014-02-28,0001445305-14-000745,data/raw/0001390777/000144530514000745/bk201310-k.htm,
0001390777,0001390777,BNY,2014,2014-12-31,2015-02-27,0001628280-15-001194,data/raw/0001390777/000162828015001194/bk201410-k.htm,
0001390777,0001390777,BNY,2015,2015-12-31,2016-02-26,0001390777-16-000204,data/raw/0001390777/000139077716000204/bk201510-k_4q15.htm,
0001390777,0001390777,BNY,2016,2016-12-31,2017-02-28,0001390777-17-000065,data/raw/0001390777/000139077717000065/bk201610-k_4q16.htm,
0001390777,0001390777,BNY,2017,2017-12-31,2018-02-28,0001390777-18-000069,data/raw/0001390777/000139077718000069/form10-k_4q17.htm,
0001390777,0001390777,BNY,2018,2018-12-31,2019-02-27,0001390777-19-000050,data/raw/0001390777/000139077719000050/form10-k_4q18.htm,
0001390777,0001390777,BNY,2019,2019-12-31,2020-02-27,0001390777-20-000044,data/raw/0001390777/000139077720000044/form10-k4q19.htm,
0001390777,0001390777,BNY,2020,2020-12-31,2021-02-25,0001390777-21-000037,data/raw/0001390777/000139077721000037/bk-20201231.htm,
0001390777,0001390777,BNY,2021,2021-12-31,2022-02-25,0001390777-22-000043,data/raw/0001390777/000139077722000043/bk-20211231.htm,
0001390777,0001390777,BNY,2022,2022-12-31,2023-02-27,0001390777-23-000033,data/raw/0001390777/000139077723000033/bk-20221231.htm,
0001390777,0001390777,BNY,2023,2023-12-31,2024-02-28,0001390777-24-000051,data/raw/0001390777/000139077724000051/bk-20231231.htm,
0001390777,0001390777,BNY,2024,2024-12-31,2025-02-27,0001390777-25-000046,data/raw/0001390777/000139077725000046/bk-20241231.htm,
0001390777,0001390777,BNY,2025,2025-12-31,2026-02-25,0001390777-26-000033,data/raw/0001390777/000139077726000033/bk-20251231.htm,
0001067983,0001067983,BRK-B,2007,2007-12-31,2008-02-29,0000950134-08-003848,data/raw/0001067983/000095013408003848/a38469e10vk.htm,
0001067983,0001067983,BRK-B,2008,2008-12-31,2009-03-02,0001193125-09-042055,data/raw/0001067983/000119312509042055/d10k.htm,
0001067983,0001067983,BRK-B,2009,2009-12-31,2010-03-01,0001193125-10-043450,data/raw/0001067983/000119312510043450/d10k.htm,
0001067983,0001067983,BRK-B,2010,2010-12-31,2011-02-28,0001193125-11-048914,data/raw/0001067983/000119312511048914/d10k.htm,
0001067983,0001067983,BRK-B,2011,2011-12-31,2012-02-27,0001193125-12-079022,data/raw/0001067983/000119312512079022/d280149d10k.htm,
0001067983,0001067983,BRK-B,2012,2012-12-31,2013-03-01,0001193125-13-087679,data/raw/0001067983/000119312513087679/d484968d10k.htm,
0001067983,0001067983,BRK-B,2013,2013-12-31,2014-03-03,0001193125-14-078778,data/raw/0001067983/000119312514078778/d656225d10k.htm,
0001067983,0001067983,BRK-B,2014,2014-12-31,2015-03-02,0001193125-15-070966,data/raw/0001067983/000119312515070966/d820461d10k.htm,
0001067983,0001067983,BRK-B,2015,2015-12-31,2016-02-29,0001193125-16-483023,data/raw/0001067983/000119312516483023/d103603d10k.htm,
0001067983,0001067983,BRK-B,2016,2016-12-31,2017-02-27,0001193125-17-056969,data/raw/0001067983/000119312517056969/d303001d10k.htm,
0001067983,0001067983,BRK-B,2017,2017-12-31,2018-02-26,0001193125-18-057033,data/raw/0001067983/000119312518057033/d437858d10k.htm,
0001067983,0001067983,BRK-B,2018,2018-12-31,2019-02-25,0001193125-19-048926,data/raw/0001067983/000119312519048926/d678758d10k.htm,
0001067983,0001067983,BRK-B,2019,2019-12-31,2020-02-24,0001564590-20-005874,data/raw/0001067983/000156459020005874/brka-10k_20191231.htm,
0001067983,0001067983,BRK-B,2020,2020-12-31,2021-03-01,0001564590-21-009611,data/raw/0001067983/000156459021009611/brka-10k_20201231.htm,
0001067983,0001067983,BRK-B,2021,2021-12-31,2022-02-28,0001564590-22-007322,data/raw/0001067983/000156459022007322/brka-10k_20211231.htm,
0001067983,0001067983,BRK-B,2022,2022-12-31,2023-02-27,0000950170-23-004451,data/raw/0001067983/000095017023004451/brka-20221231.htm,
0001067983,0001067983,BRK-B,2023,2023-12-31,2024-02-26,0000950170-24-019719,data/raw/0001067983/000095017024019719/brka-20231231.htm,
0001067983,0001067983,BRK-B,2024,2024-12-31,2025-02-24,0000950170-25-025210,data/raw/0001067983/000095017025025210/brka-20241231.htm,
